Unnamed: 0,X,id,date,time,name,size,type,price,month_name
13155,13155,2015-005667,2015-04-05,19:02:15,big_meat,S,classic,12.0,April
13156,13156,2015-005668,2015-04-05,19:04:09,mediterraneo,M,veggie,16.0,April
13157,13157,2015-005668,2015-04-05,19:04:09,ital_supr,M,supreme,16.5,April
13158,13158,2015-005668,2015-04-05,19:04:09,prsc_argla,M,supreme,16.5,April
13159,13159,2015-005668,2015-04-05,19:04:09,four_cheese,L,veggie,17.95,April
13160,13160,2015-005669,2015-04-05,19:04:56,southw_ckn,S,chicken,12.75,April
13161,13161,2015-005669,2015-04-05,19:04:56,mexicana,M,veggie,16.0,April
13162,13162,2015-005669,2015-04-05,19:04:56,thai_ckn,L,chicken,20.75,April
13163,13163,2015-005670,2015-04-05,19:14:15,hawaiian,S,classic,10.5,April
13164,13164,2015-005670,2015-04-05,19:14:15,calabrese,L,supreme,20.25,April
13165,13165,2015-005670,2015-04-05,19:14:15,ital_cpcllo,M,classic,16.0,April
13166,13166,2015-005671,2015-04-05,19:27:29,ckn_alfredo,M,chicken,16.75,April
13167,13167,2015-005671,2015-04-05,19:27:29,spicy_ital,S,supreme,12.5,April
13168,13168,2015-005672,2015-04-05,19:41:02,prsc_argla,M,supreme,16.5,April
13169,13169,2015-005672,2015-04-05,19:41:02,cali_ckn,L,chicken,20.75,April
13170,13170,2015-005672,2015-04-05,19:41:02,classic_dlx,M,classic,16.0,April
13171,13171,2015-005673,2015-04-05,19:42:58,green_garden,M,veggie,16.0,April
13172,13172,2015-005674,2015-04-05,19:49:10,mexicana,M,veggie,16.0,April
13173,13173,2015-005674,2015-04-05,19:49:10,sicilian,S,supreme,12.25,April
13174,13174,2015-005674,2015-04-05,19:49:10,classic_dlx,S,classic,12.0,April
13175,13175,2015-005675,2015-04-05,20:37:35,pep_msh_pep,L,classic,17.5,April
13176,13176,2015-005676,2015-04-05,20:55:34,ital_cpcllo,M,classic,16.0,April
13177,13177,2015-005677,2015-04-05,21:14:50,pep_msh_pep,S,classic,11.0,April
13178,13178,2015-005677,2015-04-05,21:14:50,ital_veggie,M,veggie,16.75,April
13179,13179,2015-005677,2015-04-05,21:14:50,southw_ckn,L,chicken,20.75,April
13180,13180,2015-005678,2015-04-05,21:31:01,spinach_supr,S,supreme,12.5,April
13181,13181,2015-005679,2015-04-05,22:15:18,veggie_veg,L,veggie,20.25,April
13182,13182,2015-005680,2015-04-06,11:17:26,soppressata,L,supreme,20.75,April
13183,13183,2015-005680,2015-04-06,11:17:26,classic_dlx,S,classic,12.0,April
13184,13184,2015-005681,2015-04-06,11:28:53,five_cheese,L,veggie,18.5,April
13185,13185,2015-005682,2015-04-06,11:51:22,thai_ckn,L,chicken,20.75,April
13186,13186,2015-005683,2015-04-06,11:53:14,ital_supr,L,supreme,20.75,April
13187,13187,2015-005684,2015-04-06,12:19:55,spinach_fet,M,veggie,16.0,April
13188,13188,2015-005684,2015-04-06,12:19:55,cali_ckn,S,chicken,12.75,April
13189,13189,2015-005685,2015-04-06,12:22:07,cali_ckn,M,chicken,16.75,April
13190,13190,2015-005686,2015-04-06,12:23:03,ital_supr,M,supreme,16.5,April
13191,13191,2015-005686,2015-04-06,12:23:03,ital_supr,M,supreme,16.5,April
13192,13192,2015-005687,2015-04-06,12:24:21,veggie_veg,S,veggie,12.0,April
13193,13193,2015-005687,2015-04-06,12:24:21,sicilian,L,supreme,20.25,April
13194,13194,2015-005687,2015-04-06,12:24:21,soppressata,M,supreme,16.5,April
13195,13195,2015-005688,2015-04-06,12:26:32,bbq_ckn,M,chicken,16.75,April
13196,13196,2015-005689,2015-04-06,12:28:28,peppr_salami,L,supreme,20.75,April
13197,13197,2015-005689,2015-04-06,12:28:28,pepperoni,M,classic,12.5,April
13198,13198,2015-005689,2015-04-06,12:28:28,bbq_ckn,S,chicken,12.75,April
13199,13199,2015-005689,2015-04-06,12:28:28,ital_cpcllo,M,classic,16.0,April
13200,13200,2015-005689,2015-04-06,12:28:28,ital_veggie,S,veggie,12.75,April
13201,13201,2015-005689,2015-04-06,12:28:28,prsc_argla,M,supreme,16.5,April
13202,13202,2015-005689,2015-04-06,12:28:28,mexicana,L,veggie,20.25,April
13203,13203,2015-005689,2015-04-06,12:28:28,pep_msh_pep,L,classic,17.5,April
13204,13204,2015-005689,2015-04-06,12:28:28,sicilian,L,supreme,20.25,April
13205,13205,2015-005689,2015-04-06,12:28:28,ital_veggie,S,veggie,12.75,April
13206,13206,2015-005689,2015-04-06,12:28:28,mexicana,L,veggie,20.25,April
13207,13207,2015-005690,2015-04-06,12:35:24,sicilian,M,supreme,16.25,April
13208,13208,2015-005691,2015-04-06,12:36:22,ital_cpcllo,L,classic,20.5,April
13209,13209,2015-005691,2015-04-06,12:36:22,classic_dlx,L,classic,20.5,April
13210,13210,2015-005692,2015-04-06,12:37:11,hawaiian,M,classic,13.25,April
13211,13211,2015-005693,2015-04-06,12:37:49,pepperoni,M,classic,12.5,April
13212,13212,2015-005693,2015-04-06,12:37:49,pepperoni,S,classic,9.75,April
13213,13213,2015-005694,2015-04-06,12:50:40,ital_supr,M,supreme,16.5,April
13214,13214,2015-005695,2015-04-06,13:05:37,cali_ckn,M,chicken,16.75,April
13215,13215,2015-005695,2015-04-06,13:05:37,veggie_veg,M,veggie,16.0,April
13216,13216,2015-005695,2015-04-06,13:05:37,five_cheese,L,veggie,18.5,April
13217,13217,2015-005696,2015-04-06,13:09:04,thai_ckn,L,chicken,20.75,April
13218,13218,2015-005696,2015-04-06,13:09:04,big_meat,S,classic,12.0,April
13219,13219,2015-005696,2015-04-06,13:09:04,thai_ckn,L,chicken,20.75,April
13220,13220,2015-005696,2015-04-06,13:09:04,pep_msh_pep,S,classic,11.0,April
13221,13221,2015-005697,2015-04-06,13:14:37,spicy_ital,L,supreme,20.75,April
13222,13222,2015-005697,2015-04-06,13:14:37,mediterraneo,M,veggie,16.0,April
13223,13223,2015-005697,2015-04-06,13:14:37,napolitana,M,classic,16.0,April
13224,13224,2015-005698,2015-04-06,13:18:50,hawaiian,S,classic,10.5,April
13225,13225,2015-005698,2015-04-06,13:18:50,pep_msh_pep,S,classic,11.0,April
13226,13226,2015-005699,2015-04-06,13:19:39,mediterraneo,M,veggie,16.0,April
13227,13227,2015-005699,2015-04-06,13:19:39,soppressata,L,supreme,20.75,April
13228,13228,2015-005699,2015-04-06,13:19:39,bbq_ckn,M,chicken,16.75,April
13229,13229,2015-005700,2015-04-06,13:25:16,hawaiian,L,classic,16.5,April
13230,13230,2015-005700,2015-04-06,13:25:16,veggie_veg,L,veggie,20.25,April
13231,13231,2015-005700,2015-04-06,13:25:16,the_greek,S,classic,12.0,April
13232,13232,2015-005700,2015-04-06,13:25:16,classic_dlx,M,classic,16.0,April
13233,13233,2015-005700,2015-04-06,13:25:16,sicilian,S,supreme,12.25,April
13234,13234,2015-005700,2015-04-06,13:25:16,veggie_veg,M,veggie,16.0,April
13235,13235,2015-005700,2015-04-06,13:25:16,pep_msh_pep,M,classic,14.5,April
13236,13236,2015-005700,2015-04-06,13:25:16,the_greek,XL,classic,25.5,April
13237,13237,2015-005701,2015-04-06,13:36:12,thai_ckn,S,chicken,12.75,April
13238,13238,2015-005701,2015-04-06,13:36:12,thai_ckn,L,chicken,20.75,April
13239,13239,2015-005702,2015-04-06,13:40:17,classic_dlx,S,classic,12.0,April
13240,13240,2015-005702,2015-04-06,13:40:17,soppressata,L,supreme,20.75,April
13241,13241,2015-005702,2015-04-06,13:40:17,cali_ckn,L,chicken,20.75,April
13242,13242,2015-005703,2015-04-06,13:54:31,sicilian,M,supreme,16.25,April
13243,13243,2015-005704,2015-04-06,14:29:49,calabrese,M,supreme,16.25,April
13244,13244,2015-005705,2015-04-06,14:30:23,mediterraneo,M,veggie,16.0,April
13245,13245,2015-005706,2015-04-06,14:59:10,spicy_ital,L,supreme,20.75,April
13246,13246,2015-005706,2015-04-06,14:59:10,calabrese,L,supreme,20.25,April
13247,13247,2015-005707,2015-04-06,15:20:28,the_greek,XL,classic,25.5,April
13248,13248,2015-005707,2015-04-06,15:20:28,ckn_alfredo,M,chicken,16.75,April
13249,13249,2015-005707,2015-04-06,15:20:28,cali_ckn,M,chicken,16.75,April
13250,13250,2015-005707,2015-04-06,15:20:28,peppr_salami,S,supreme,12.5,April
13251,13251,2015-005708,2015-04-06,15:33:14,pepperoni,M,classic,12.5,April
13252,13252,2015-005709,2015-04-06,15:56:17,hawaiian,M,classic,13.25,April
13253,13253,2015-005709,2015-04-06,15:56:17,ital_supr,M,supreme,16.5,April
13254,13254,2015-005709,2015-04-06,15:56:17,ital_supr,L,supreme,20.75,April
13255,13255,2015-005709,2015-04-06,15:56:17,napolitana,S,classic,12.0,April
13256,13256,2015-005710,2015-04-06,16:08:24,spinach_supr,S,supreme,12.5,April
13257,13257,2015-005710,2015-04-06,16:08:24,pepperoni,S,classic,9.75,April
13258,13258,2015-005710,2015-04-06,16:08:24,ckn_alfredo,S,chicken,12.75,April
13259,13259,2015-005710,2015-04-06,16:08:24,sicilian,M,supreme,16.25,April
13260,13260,2015-005711,2015-04-06,16:52:56,ital_supr,S,supreme,12.5,April
13261,13261,2015-005711,2015-04-06,16:52:56,ckn_pesto,L,chicken,20.75,April
13262,13262,2015-005711,2015-04-06,16:52:56,spicy_ital,M,supreme,16.5,April
13263,13263,2015-005711,2015-04-06,16:52:56,the_greek,XL,classic,25.5,April
13264,13264,2015-005712,2015-04-06,17:00:23,prsc_argla,M,supreme,16.5,April
13265,13265,2015-005712,2015-04-06,17:00:23,cali_ckn,M,chicken,16.75,April
13266,13266,2015-005713,2015-04-06,17:12:17,ital_supr,L,supreme,20.75,April
13267,13267,2015-005713,2015-04-06,17:12:17,hawaiian,S,classic,10.5,April
13268,13268,2015-005714,2015-04-06,17:22:00,the_greek,XL,classic,25.5,April
13269,13269,2015-005714,2015-04-06,17:22:00,thai_ckn,L,chicken,20.75,April
13270,13270,2015-005715,2015-04-06,17:31:03,mexicana,M,veggie,16.0,April
13271,13271,2015-005715,2015-04-06,17:31:03,bbq_ckn,M,chicken,16.75,April
13272,13272,2015-005715,2015-04-06,17:31:03,cali_ckn,M,chicken,16.75,April
13273,13273,2015-005715,2015-04-06,17:31:03,spicy_ital,M,supreme,16.5,April
13274,13274,2015-005716,2015-04-06,17:34:39,four_cheese,M,veggie,14.75,April
13275,13275,2015-005716,2015-04-06,17:34:39,the_greek,L,classic,20.5,April
13276,13276,2015-005716,2015-04-06,17:34:39,southw_ckn,S,chicken,12.75,April
13277,13277,2015-005717,2015-04-06,17:36:25,calabrese,L,supreme,20.25,April
13278,13278,2015-005717,2015-04-06,17:36:25,cali_ckn,L,chicken,20.75,April
13279,13279,2015-005717,2015-04-06,17:36:25,mediterraneo,L,veggie,20.25,April
13280,13280,2015-005718,2015-04-06,17:41:57,green_garden,S,veggie,12.0,April
13281,13281,2015-005719,2015-04-06,18:00:47,spicy_ital,S,supreme,12.5,April
13282,13282,2015-005719,2015-04-06,18:00:47,ckn_alfredo,L,chicken,20.75,April
13283,13283,2015-005719,2015-04-06,18:00:47,spinach_supr,L,supreme,20.75,April
13284,13284,2015-005719,2015-04-06,18:00:47,southw_ckn,S,chicken,12.75,April
13285,13285,2015-005720,2015-04-06,18:02:28,southw_ckn,L,chicken,20.75,April
13286,13286,2015-005720,2015-04-06,18:02:28,prsc_argla,M,supreme,16.5,April
13287,13287,2015-005720,2015-04-06,18:02:28,thai_ckn,L,chicken,20.75,April
13288,13288,2015-005721,2015-04-06,18:25:13,bbq_ckn,S,chicken,12.75,April
13289,13289,2015-005721,2015-04-06,18:25:13,hawaiian,L,classic,16.5,April
13290,13290,2015-005722,2015-04-06,18:35:58,pepperoni,M,classic,12.5,April
13291,13291,2015-005722,2015-04-06,18:35:58,sicilian,S,supreme,12.25,April
13292,13292,2015-005722,2015-04-06,18:35:58,the_greek,M,classic,16.0,April
13293,13293,2015-005722,2015-04-06,18:35:58,southw_ckn,S,chicken,12.75,April
13294,13294,2015-005723,2015-04-06,18:40:21,the_greek,XL,classic,25.5,April
13295,13295,2015-005724,2015-04-06,18:49:31,cali_ckn,L,chicken,20.75,April
13296,13296,2015-005724,2015-04-06,18:49:31,spinach_fet,L,veggie,20.25,April
13297,13297,2015-005724,2015-04-06,18:49:31,green_garden,L,veggie,20.25,April
13298,13298,2015-005724,2015-04-06,18:49:31,spinach_fet,S,veggie,12.0,April
13299,13299,2015-005725,2015-04-06,18:59:17,hawaiian,S,classic,10.5,April
13300,13300,2015-005725,2015-04-06,18:59:17,cali_ckn,L,chicken,20.75,April
13301,13301,2015-005726,2015-04-06,19:03:24,ckn_alfredo,L,chicken,20.75,April
13302,13302,2015-005727,2015-04-06,19:05:51,hawaiian,L,classic,16.5,April
13303,13303,2015-005727,2015-04-06,19:05:51,five_cheese,L,veggie,18.5,April
13304,13304,2015-005727,2015-04-06,19:05:51,mexicana,L,veggie,20.25,April
13305,13305,2015-005728,2015-04-06,19:12:00,mexicana,S,veggie,12.0,April
13306,13306,2015-005728,2015-04-06,19:12:00,big_meat,S,classic,12.0,April
13307,13307,2015-005728,2015-04-06,19:12:00,four_cheese,M,veggie,14.75,April
13308,13308,2015-005728,2015-04-06,19:12:00,prsc_argla,M,supreme,16.5,April
13309,13309,2015-005729,2015-04-06,19:21:19,green_garden,M,veggie,16.0,April
13310,13310,2015-005729,2015-04-06,19:21:19,big_meat,S,classic,12.0,April
13311,13311,2015-005730,2015-04-06,19:37:46,ital_supr,M,supreme,16.5,April
13312,13312,2015-005730,2015-04-06,19:37:46,calabrese,M,supreme,16.25,April
13313,13313,2015-005731,2015-04-06,19:54:50,green_garden,M,veggie,16.0,April
13314,13314,2015-005731,2015-04-06,19:54:50,ital_veggie,L,veggie,21.0,April
13315,13315,2015-005731,2015-04-06,19:54:50,ital_veggie,M,veggie,16.75,April
13316,13316,2015-005732,2015-04-06,20:08:50,mexicana,L,veggie,20.25,April
13317,13317,2015-005732,2015-04-06,20:08:50,veggie_veg,M,veggie,16.0,April
13318,13318,2015-005732,2015-04-06,20:08:50,ital_supr,L,supreme,20.75,April
13319,13319,2015-005733,2015-04-06,20:34:47,ckn_alfredo,M,chicken,16.75,April
13320,13320,2015-005733,2015-04-06,20:34:47,classic_dlx,S,classic,12.0,April
13321,13321,2015-005734,2015-04-06,20:59:14,pep_msh_pep,M,classic,14.5,April
13322,13322,2015-005734,2015-04-06,20:59:14,five_cheese,L,veggie,18.5,April
13323,13323,2015-005734,2015-04-06,20:59:14,mediterraneo,L,veggie,20.25,April
13324,13324,2015-005735,2015-04-06,21:12:12,ital_veggie,M,veggie,16.75,April
13325,13325,2015-005735,2015-04-06,21:12:12,pepperoni,M,classic,12.5,April
13326,13326,2015-005735,2015-04-06,21:12:12,bbq_ckn,L,chicken,20.75,April
13327,13327,2015-005736,2015-04-06,21:12:44,bbq_ckn,S,chicken,12.75,April
13328,13328,2015-005736,2015-04-06,21:12:44,spinach_supr,S,supreme,12.5,April
13329,13329,2015-005736,2015-04-06,21:12:44,veggie_veg,S,veggie,12.0,April
13330,13330,2015-005736,2015-04-06,21:12:44,bbq_ckn,M,chicken,16.75,April
13331,13331,2015-005737,2015-04-06,21:15:42,napolitana,L,classic,20.5,April
13332,13332,2015-005737,2015-04-06,21:15:42,peppr_salami,M,supreme,16.5,April
13333,13333,2015-005737,2015-04-06,21:15:42,brie_carre,S,supreme,23.65,April
13334,13334,2015-005738,2015-04-06,21:38:52,ckn_alfredo,M,chicken,16.75,April
13335,13335,2015-005738,2015-04-06,21:38:52,big_meat,S,classic,12.0,April
13336,13336,2015-005738,2015-04-06,21:38:52,mexicana,M,veggie,16.0,April
13337,13337,2015-005738,2015-04-06,21:38:52,four_cheese,L,veggie,17.95,April
13338,13338,2015-005739,2015-04-06,22:14:47,classic_dlx,L,classic,20.5,April
13339,13339,2015-005740,2015-04-07,11:57:44,bbq_ckn,L,chicken,20.75,April
13340,13340,2015-005741,2015-04-07,12:12:46,prsc_argla,S,supreme,12.5,April
13341,13341,2015-005742,2015-04-07,12:15:00,spinach_fet,M,veggie,16.0,April
13342,13342,2015-005743,2015-04-07,12:18:00,green_garden,S,veggie,12.0,April
13343,13343,2015-005744,2015-04-07,12:19:05,cali_ckn,M,chicken,16.75,April
13344,13344,2015-005745,2015-04-07,12:38:22,spicy_ital,S,supreme,12.5,April
13345,13345,2015-005745,2015-04-07,12:38:22,ckn_pesto,S,chicken,12.75,April
13346,13346,2015-005745,2015-04-07,12:38:22,pepperoni,M,classic,12.5,April
13347,13347,2015-005745,2015-04-07,12:38:22,sicilian,L,supreme,20.25,April
13348,13348,2015-005745,2015-04-07,12:38:22,big_meat,S,classic,12.0,April
13349,13349,2015-005745,2015-04-07,12:38:22,spinach_fet,M,veggie,16.0,April
13350,13350,2015-005745,2015-04-07,12:38:22,spicy_ital,S,supreme,12.5,April
13351,13351,2015-005745,2015-04-07,12:38:22,the_greek,M,classic,16.0,April
13352,13352,2015-005745,2015-04-07,12:38:22,veggie_veg,M,veggie,16.0,April
13353,13353,2015-005745,2015-04-07,12:38:22,thai_ckn,L,chicken,20.75,April
13354,13354,2015-005745,2015-04-07,12:38:22,hawaiian,M,classic,13.25,April
13355,13355,2015-005745,2015-04-07,12:38:22,napolitana,S,classic,12.0,April
13356,13356,2015-005745,2015-04-07,12:38:22,ital_cpcllo,L,classic,20.5,April
13357,13357,2015-005746,2015-04-07,12:38:50,mexicana,L,veggie,20.25,April
13358,13358,2015-005746,2015-04-07,12:38:50,hawaiian,M,classic,13.25,April
13359,13359,2015-005747,2015-04-07,12:46:04,soppressata,M,supreme,16.5,April
13360,13360,2015-005747,2015-04-07,12:46:04,sicilian,S,supreme,12.25,April
13361,13361,2015-005748,2015-04-07,12:48:42,calabrese,M,supreme,16.25,April
13362,13362,2015-005749,2015-04-07,12:51:50,mexicana,M,veggie,16.0,April
13363,13363,2015-005749,2015-04-07,12:51:50,classic_dlx,S,classic,12.0,April
13364,13364,2015-005749,2015-04-07,12:51:50,thai_ckn,M,chicken,16.75,April
13365,13365,2015-005749,2015-04-07,12:51:50,five_cheese,L,veggie,18.5,April
13366,13366,2015-005750,2015-04-07,12:52:30,bbq_ckn,L,chicken,20.75,April
13367,13367,2015-005750,2015-04-07,12:52:30,four_cheese,L,veggie,17.95,April
13368,13368,2015-005750,2015-04-07,12:52:30,classic_dlx,S,classic,12.0,April
13369,13369,2015-005751,2015-04-07,12:55:04,mexicana,M,veggie,16.0,April
13370,13370,2015-005751,2015-04-07,12:55:04,big_meat,S,classic,12.0,April
13371,13371,2015-005752,2015-04-07,13:00:25,sicilian,M,supreme,16.25,April
13372,13372,2015-005752,2015-04-07,13:00:25,ital_cpcllo,L,classic,20.5,April
13373,13373,2015-005752,2015-04-07,13:00:25,bbq_ckn,L,chicken,20.75,April
13374,13374,2015-005752,2015-04-07,13:00:25,spinach_fet,M,veggie,16.0,April
13375,13375,2015-005752,2015-04-07,13:00:25,southw_ckn,L,chicken,20.75,April
13376,13376,2015-005753,2015-04-07,13:21:46,prsc_argla,M,supreme,16.5,April
13377,13377,2015-005753,2015-04-07,13:21:46,big_meat,S,classic,12.0,April
13378,13378,2015-005753,2015-04-07,13:21:46,veggie_veg,S,veggie,12.0,April
13379,13379,2015-005753,2015-04-07,13:21:46,ital_cpcllo,L,classic,20.5,April
13380,13380,2015-005754,2015-04-07,13:34:08,pepperoni,M,classic,12.5,April
13381,13381,2015-005754,2015-04-07,13:34:08,calabrese,M,supreme,16.25,April
13382,13382,2015-005754,2015-04-07,13:34:08,ital_supr,L,supreme,20.75,April
13383,13383,2015-005755,2015-04-07,13:55:21,big_meat,S,classic,12.0,April
13384,13384,2015-005755,2015-04-07,13:55:21,southw_ckn,L,chicken,20.75,April
13385,13385,2015-005756,2015-04-07,13:58:02,green_garden,S,veggie,12.0,April
13386,13386,2015-005757,2015-04-07,14:11:29,pepperoni,M,classic,12.5,April
13387,13387,2015-005757,2015-04-07,14:11:29,hawaiian,L,classic,16.5,April
13388,13388,2015-005758,2015-04-07,14:29:55,pepperoni,M,classic,12.5,April
13389,13389,2015-005758,2015-04-07,14:29:55,southw_ckn,L,chicken,20.75,April
13390,13390,2015-005758,2015-04-07,14:29:55,four_cheese,L,veggie,17.95,April
13391,13391,2015-005758,2015-04-07,14:29:55,hawaiian,S,classic,10.5,April
13392,13392,2015-005759,2015-04-07,14:35:44,spinach_fet,M,veggie,16.0,April
13393,13393,2015-005760,2015-04-07,14:37:43,ital_cpcllo,L,classic,20.5,April
13394,13394,2015-005760,2015-04-07,14:37:43,cali_ckn,L,chicken,20.75,April
13395,13395,2015-005760,2015-04-07,14:37:43,pepperoni,M,classic,12.5,April
13396,13396,2015-005760,2015-04-07,14:37:43,ital_cpcllo,L,classic,20.5,April
13397,13397,2015-005761,2015-04-07,14:51:02,the_greek,S,classic,12.0,April
13398,13398,2015-005761,2015-04-07,14:51:02,prsc_argla,S,supreme,12.5,April
13399,13399,2015-005761,2015-04-07,14:51:02,bbq_ckn,L,chicken,20.75,April
13400,13400,2015-005762,2015-04-07,14:59:31,spinach_supr,S,supreme,12.5,April
13401,13401,2015-005762,2015-04-07,14:59:31,ckn_pesto,L,chicken,20.75,April
13402,13402,2015-005763,2015-04-07,15:32:57,classic_dlx,L,classic,20.5,April
13403,13403,2015-005763,2015-04-07,15:32:57,spinach_fet,M,veggie,16.0,April
13404,13404,2015-005763,2015-04-07,15:32:57,big_meat,S,classic,12.0,April
13405,13405,2015-005764,2015-04-07,15:45:47,classic_dlx,S,classic,12.0,April
13406,13406,2015-005764,2015-04-07,15:45:47,mediterraneo,S,veggie,12.0,April
13407,13407,2015-005765,2015-04-07,16:23:10,ital_cpcllo,M,classic,16.0,April
13408,13408,2015-005766,2015-04-07,16:24:11,classic_dlx,S,classic,12.0,April
13409,13409,2015-005767,2015-04-07,16:33:34,ital_cpcllo,M,classic,16.0,April
13410,13410,2015-005767,2015-04-07,16:33:34,classic_dlx,M,classic,16.0,April
13411,13411,2015-005768,2015-04-07,16:35:54,prsc_argla,L,supreme,20.75,April
13412,13412,2015-005768,2015-04-07,16:35:54,four_cheese,L,veggie,17.95,April
13413,13413,2015-005769,2015-04-07,16:43:46,bbq_ckn,M,chicken,16.75,April
13414,13414,2015-005770,2015-04-07,16:58:37,soppressata,L,supreme,20.75,April
13415,13415,2015-005771,2015-04-07,17:22:22,four_cheese,L,veggie,17.95,April
13416,13416,2015-005771,2015-04-07,17:22:22,pepperoni,S,classic,9.75,April
13417,13417,2015-005772,2015-04-07,17:28:34,thai_ckn,L,chicken,20.75,April
13418,13418,2015-005772,2015-04-07,17:28:34,the_greek,S,classic,12.0,April
13419,13419,2015-005773,2015-04-07,17:43:39,cali_ckn,M,chicken,16.75,April
13420,13420,2015-005773,2015-04-07,17:43:39,four_cheese,L,veggie,17.95,April
13421,13421,2015-005774,2015-04-07,17:45:40,veggie_veg,M,veggie,16.0,April
13422,13422,2015-005774,2015-04-07,17:45:40,classic_dlx,M,classic,16.0,April
13423,13423,2015-005774,2015-04-07,17:45:40,classic_dlx,S,classic,12.0,April
13424,13424,2015-005775,2015-04-07,17:49:16,ckn_alfredo,M,chicken,16.75,April
13425,13425,2015-005775,2015-04-07,17:49:16,pep_msh_pep,L,classic,17.5,April
13426,13426,2015-005775,2015-04-07,17:49:16,cali_ckn,M,chicken,16.75,April
13427,13427,2015-005775,2015-04-07,17:49:16,peppr_salami,L,supreme,20.75,April
13428,13428,2015-005776,2015-04-07,17:50:59,pep_msh_pep,L,classic,17.5,April
13429,13429,2015-005776,2015-04-07,17:50:59,ital_veggie,S,veggie,12.75,April
13430,13430,2015-005777,2015-04-07,18:00:25,mediterraneo,S,veggie,12.0,April
13431,13431,2015-005777,2015-04-07,18:00:25,thai_ckn,L,chicken,20.75,April
13432,13432,2015-005778,2015-04-07,18:06:32,southw_ckn,M,chicken,16.75,April
13433,13433,2015-005778,2015-04-07,18:06:32,ital_veggie,S,veggie,12.75,April
13434,13434,2015-005779,2015-04-07,18:10:19,four_cheese,M,veggie,14.75,April
13435,13435,2015-005780,2015-04-07,18:19:40,mediterraneo,M,veggie,16.0,April
13436,13436,2015-005780,2015-04-07,18:19:40,ital_cpcllo,S,classic,12.0,April
13437,13437,2015-005780,2015-04-07,18:19:40,sicilian,S,supreme,12.25,April
13438,13438,2015-005781,2015-04-07,18:23:39,five_cheese,L,veggie,18.5,April
13439,13439,2015-005781,2015-04-07,18:23:39,mexicana,L,veggie,20.25,April
13440,13440,2015-005782,2015-04-07,18:29:24,ckn_alfredo,M,chicken,16.75,April
13441,13441,2015-005782,2015-04-07,18:29:24,ital_veggie,M,veggie,16.75,April
13442,13442,2015-005783,2015-04-07,18:42:32,pepperoni,S,classic,9.75,April
13443,13443,2015-005783,2015-04-07,18:42:32,pep_msh_pep,S,classic,11.0,April
13444,13444,2015-005783,2015-04-07,18:42:32,spinach_fet,M,veggie,16.0,April
13445,13445,2015-005784,2015-04-07,18:54:29,big_meat,S,classic,12.0,April
13446,13446,2015-005784,2015-04-07,18:54:29,spinach_fet,L,veggie,20.25,April
13447,13447,2015-005785,2015-04-07,18:59:03,bbq_ckn,L,chicken,20.75,April
13448,13448,2015-005785,2015-04-07,18:59:03,bbq_ckn,S,chicken,12.75,April
13449,13449,2015-005786,2015-04-07,19:03:46,thai_ckn,L,chicken,20.75,April
13450,13450,2015-005786,2015-04-07,19:03:46,mexicana,L,veggie,20.25,April
13451,13451,2015-005787,2015-04-07,19:17:28,prsc_argla,L,supreme,20.75,April
13452,13452,2015-005788,2015-04-07,20:32:57,spinach_supr,L,supreme,20.75,April
13453,13453,2015-005788,2015-04-07,20:32:57,ckn_alfredo,M,chicken,16.75,April
13454,13454,2015-005789,2015-04-07,20:42:36,southw_ckn,M,chicken,16.75,April
13455,13455,2015-005790,2015-04-07,20:44:10,ital_supr,M,supreme,16.5,April
13456,13456,2015-005790,2015-04-07,20:44:10,green_garden,M,veggie,16.0,April
13457,13457,2015-005790,2015-04-07,20:44:10,five_cheese,L,veggie,18.5,April
13458,13458,2015-005790,2015-04-07,20:44:10,thai_ckn,M,chicken,16.75,April
13459,13459,2015-005791,2015-04-07,20:54:24,green_garden,S,veggie,12.0,April
13460,13460,2015-005791,2015-04-07,20:54:24,ital_cpcllo,L,classic,20.5,April
13461,13461,2015-005792,2015-04-07,20:56:16,ckn_alfredo,L,chicken,20.75,April
13462,13462,2015-005793,2015-04-07,21:18:23,prsc_argla,L,supreme,20.75,April
13463,13463,2015-005794,2015-04-07,21:21:33,calabrese,M,supreme,16.25,April
13464,13464,2015-005794,2015-04-07,21:21:33,hawaiian,S,classic,10.5,April
13465,13465,2015-005795,2015-04-07,21:30:19,veggie_veg,L,veggie,20.25,April
13466,13466,2015-005795,2015-04-07,21:30:19,cali_ckn,M,chicken,16.75,April
13467,13467,2015-005796,2015-04-07,21:41:31,spicy_ital,L,supreme,20.75,April
13468,13468,2015-005797,2015-04-07,22:12:53,big_meat,S,classic,12.0,April
13469,13469,2015-005797,2015-04-07,22:12:53,prsc_argla,S,supreme,12.5,April
13470,13470,2015-005798,2015-04-07,22:19:54,ital_supr,M,supreme,16.5,April
13471,13471,2015-005798,2015-04-07,22:19:54,bbq_ckn,S,chicken,12.75,April
13472,13472,2015-005798,2015-04-07,22:19:54,spicy_ital,L,supreme,20.75,April
13473,13473,2015-005798,2015-04-07,22:19:54,pepperoni,S,classic,9.75,April
13474,13474,2015-005799,2015-04-07,22:25:10,spin_pesto,L,veggie,20.75,April
13475,13475,2015-005800,2015-04-07,22:45:55,ital_cpcllo,L,classic,20.5,April
13476,13476,2015-005800,2015-04-07,22:45:55,mexicana,L,veggie,20.25,April
